ID,Nombre,Tema,Area,Nota,Unidad,Caracteristica,Definicion,Comentarios,Actualizacion
2013,Proporción de las áreas terrestres protegidas,Estadísticas e Indicadores Ambientales,Cobertura terrestre,(Traducción en curso ...),Porcentajes,-Periodicidad: Anual / -Cobertura: Nacional,"Este indicador presenta información sobre la superficie de áreas terrestres protegidas, respecto a la superficie terrestre total de un país. <br><br>
Un área protegida se refiere al área terrestre o marina especialmente dedicada a la protección y mantenimiento de la diversidad biológica, así como de los recursos naturales y culturales asociados, administradas de acuerdo con criterios legales u otro medio eficaz.
","Todas las áreas protegidas consideradas corresponden a algunas de las siguientes seis categorías definidas por la Unión Internacional para la Conservación de la Naturaleza (UICN), según sus objetivos de manejo: <br><br>
I. Reservas naturales estrictas/áreas naturales silvestres: protección con fines científicos o para la conservación de la naturaleza.<br>
II. Parques nacionales: protección de ecosistemas y fines de recreación. <br>
III. Monumentos naturales: conservación de características naturales específicas. <br>
IV. Áreas de manejo de hábitat y especies: conservación con intervención en la gestión. <br>
V. Paisajes terrestres y marinos protegidos: conservación de paisajes terrestres y marinos y fines recreativos. <br>
VI. Áreas protegidas con manejo de recursos: uso sostenible de los ecosistemas naturales.<br><br>

Para obtener mayor información acerca de estas variables, consultar los siguientes sitios webs: <br>
- Unión Internacional para la Conservación de la Naturaleza (UICN): http://www.iucn.org/about/union/commissions/wcpa/index.cfm<br>
- Base de datos Mundial de Áreas Protegidas (WDPA): http://www.wdpa.org/ME/database.aspx<br>
- Objetivos de Desarrollo del Milenio: http://mdgs.un.org/unsd/mdg/Metadata.aspx<br>

",Nov 21 2017 12:54PM
2014,Proporción de las áreas marinas protegidas,Estadísticas e Indicadores Ambientales,Cobertura terrestre,(Traducción en curso ...),Porcentajes,-Periodicidad: Anual / -Cobertura: Nacional,"Este indicador presenta información sobre la superficie de áreas marinas protegidas, respecto al área territorial marina de un país.<br><br>
Un área protegida se refiere al área terrestre o marina especialmente dedicada a la protección y mantenimiento de la diversidad biológica, así como de los recursos naturales y culturales asociados, administradas de acuerdo con criterios legales u otro medio eficaz. <br>
Las áreas marinas protegidas corresponden a cualquier área intermareal o submareal, junto con las aguas que la bañan, la flora y fauna asociadas y sus características históricas y culturales, que haya sido designada por ley u otro instrumento eficaz para proteger parcial o totalmente el medio que alberga.
","Todas las áreas protegidas consideradas corresponden a algunas de las siguientes seis categorías definidas por la Unión Internacional para la Conservación de la Naturaleza (UICN), según sus objetivos de manejo: <br>
I. Reservas naturales estrictas/áreas naturales silvestres: protección con fines científicos o para la conservación de la naturaleza.<br>
II. Parques nacionales: protección de ecosistemas y fines de recreación.<br>
III. Monumentos naturales: conservación de características naturales específicas. <br>
IV. Áreas de manejo de hábitat y especies: conservación con intervención en la gestión. <br>
V. Paisajes terrestres y marinos protegidos: conservación de paisajes terrestres y marinos y fines recreativos. <br>
VI. Áreas protegidas con manejo de recursos: uso sostenible de los ecosistemas naturales. <br><br>

Para obtener mayor información acerca de estas variables, consultar los siguientes sitios webs:<br>
- Unión Internacional para la Conservación de la Naturaleza (UICN): http://www.iucn.org/about/union/commissions/wcpa/index.cfm<br>
- Base de datos Mundial de Áreas Protegidas (WDPA): http://www.wdpa.org/ME/database.aspx<br>
- Objetivos de Desarrollo del Milenio: http://mdgs.un.org/unsd/mdg/Metadata.aspx<br>
",Nov 21 2017 12:57PM
2015,Índice lista roja de la supervivencia de especies,Estadísticas e Indicadores Ambientales,Biodiversidad,El valor del índice oscila entre 1 (cuando todas las especies son clasificadas como de “Preocupación Menor”) a 0 (cuando todas las especies se clasifican como “Extintas”).,Índice,-Cobertura: Regional,"El Índice de la Lista Roja mide el cambio en el riesgo de extinción agregado entre grupos de especies. Se basa en cambios genuinos en el número de especies en cada categoría de riesgo de extinción en la Lista Roja de Especies Amenazadas de la UICN (UICN 2015) y se expresa como cambios en un índice que varía de 0 a 1. <br> <br> <br>
","Para obtener mayor información acerca de este índice, visitar los siguientes sitios webs: <br>
- http://www.iucn.org/about/work/programmes/species/about_ssc/index.cfm<br>
- http://www.iucnredlist.org/<br>
- http://www.twentyten.net/rli<br>
- http://www.birdlife.org/action/science/indicators/rli.html

",Jan 11 2011 12:00AM
2016,Superficie de humedales bajo la convención de Ramsar,Estadísticas e Indicadores Ambientales,Ecosistemas,(Traducción en curso ...),Hectáreas,Periodicidad: anual / Cobertura: nacional,"Este indicador presenta información sobre la superficie de un país ocupada por humedales.<br><br>
Los humedales son extensiones de marismas, pantanos y turberas, o superficies cubiertas de agua, sean éstas de régimen natural o artificial, permanentes o temporales, estancadas o corrientes, dulces, salobres o saladas, incluidas las extensiones de agua marina cuya profundidad en marea baja no exceda a seis metros. Los humedales son zonas donde el agua es el principal factor controlador del medio ambiente y de la vida vegetal y animal asociada a él.<br><br>
En general, se reconocen cinco tipos de humedales principales:<br>
•	marinos (humedales costeros, inclusive lagunas costeras, costas rocosas y arrecifes de coral); <br>
•	estuarinos (incluidos deltas, marismas de marea y manglares); <br>
•	lacustres (humedales asociados con lagos); <br>
•	ribereños (humedales adyacentes a ríos y arroyos); y <br>
•	palustres (es decir, ""pantanosos"" - marismas, pantanos y ciénagas).<br><br>
La Convención de Ramsar ha adoptado un Sistema de Clasificación de Tipos de Humedales que incluye 42 tipos, agrupados en tres categorías: humedales marinos y costeros, humedales continentales y humedales artificiales.","La Convención sobre Humedales de Importancia Internacional, llamada la Convención de Ramsar, es un acuerdo intergubernamental que sirve de marco para la acción nacional y la cooperación internacional en pro de la conservación y el uso racional de los humedales y sus recursos.<br><br>

Para obtener mayor información sobre definiciones y metodología de obtención de datos, consultar ""The Ramsar Convention Manual"" en el sitio web de RAMSAR: http://www.ramsar.org
",Sep 11 2019  3:57PM
2017,Proporción del total de los recursos hídricos utilizados,Estadísticas e Indicadores Ambientales,"Captación, uso y devolución de agua",(Traducción en curso ...),Porcentajes,-Periodicidad: Anual / -Cobertura: Nacional,"Este indicador presenta información sobre el volumen total de aguas subterráneas y superficiales utilizadas para uso humano en los principales sectores (agrícola, doméstico e industrial) respecto del volumen total de agua disponible, a lo largo del ciclo hidrológico, a escala nacional o regional.<br><br>
Ambos términos, recursos hídricos y extracción de agua, se refieren a recursos de agua dulce en base a un período anual. La extracción de agua corresponde a la utilización del recurso hídrico y se calcula de acuerdo al uso de los tres principales sectores: agrícola, doméstico e industrial, expresado en Km3/año (un Km3 equivale a mil millones de m3). <br><br>
La disponibilidad de los recursos hídricos renovables corresponde a la suma de los recursos hídricos renovables internos y las corrientes procedentes del exterior del país/región, expresado en Km3/año. <br><br>
Los recursos hídricos renovables internos se definen como el promedio anual del flujo de los ríos y la recarga de agua subterránea, generados por las precipitaciones endógenas de un determinado país o región. <br><br>
Las corrientes externas se definen como la cantidad de flujos de agua que entran al país o la región (río arriba y río abajo) teniendo en consideración los convenios y/o tratados y la reducción de flujo debido a la utilización río arriba.","La proporción del total de recursos hídricos utilizados corresponde al indicador 7.5 de la meta 7.A del séptimo Objetivo de Desarrollo del Milenio. <br><br>

Para obtener mayor información acerca de estas variables, consultar los siguientes sitios webs:<br>
- Sistema de información global sobre el uso del agua en la agricultura y el medio rural AQUASTAT de la Organización de las Naciones Unidas para la Alimentación y la Agricultura (FAO): http://www.fao.org/nr/water/aquastat/main/indexesp.stm<br>
- Objetivos de Desarrollo del Milenio: http://mdgs.un.org/unsd/mdg/Metadata.aspx

",Sep 24 2019  1:55PM
2018,Área territorial marina total,Estadísticas e Indicadores Ambientales,Información geológica y geográfica,(Traducción en curso ...),Kilómetros cuadrados,Periodicidad: Anual / Cobertura: Nacional,"Este indicador muestra la extensión de las aguas territoriales marinas de un país.<br>

El mar territorial corresponde a la franja de mar adyacente al territorio, donde un Estado ejerce plena soberanía, tanto sobre las aguas superficiales como sobre el espacio aéreo suprayacente, el lecho y el subsuelo de ese mar. Esta franja se extiende hasta una distancia de doce millas náuticas (22,2 Km.) contadas a partir de las líneas de base de toda la costa del país.
","Para obtener mayor información, consultar sitio web de la Convención del Mar, http://www.un.org/Depts/los/convention_agreements/convention_overview_convention.htm",Sep 11 2020  1:24PM
2019,Producción pesquera de captura,Estadísticas e Indicadores Ambientales,Recursos Acuáticos y su uso,(Traducción en curso ...),Toneladas,Periodicidad: anual / Cobertura: nacional,"Este indicador presenta información sobre el volumen total de captura de las siguientes especies: crustáceos, moluscos, peces de agua dulce y marinos, plantas acuáticas, entre las principales. Tanto en aguas continentales como marinas.","En caso de requerir más información, consultar sitio web del Departamento de Pesca y Acuicultura de la FAO: http://www.fao.org/fishery/es",Sep 11 2020  1:16PM
2020,Producción acuícola,Estadísticas e Indicadores Ambientales,Recursos Acuáticos y su uso,(Traducción en curso ...),Toneladas,Periodicidad: anual / Cobertura: nacional,"Este indicador presenta información sobre el volumen de producción acuícola total, que comprende la acuicultura de agua dulce y marina. <br><br>
La acuicultura es la cría y cultivo de los organismos acuáticos, ya sean peces, moluscos, crustáceos o plantas acuáticas. El cultivo supone algún tipo de intervención en el proceso para incrementar la producción —entre otros, la alimentación y la protección contra los depredadores— y la propiedad individual o colectiva del stock explotado. El volumen de la producción acuícola total cubre la acuicultura de agua dulce y la acuicultura marina.
","En caso de requerir más información, consultar página web del Departamento de de Pesca y Acuicultura de la FAO: http://www.fao.org/fishery/es",Jul 10 2019  4:26PM
2021,Proporción de la superficie cubierta por bosque,Estadísticas e Indicadores Ambientales,Bosques,(Traducción en curso ...),Porcentajes,Periodicidad: quinquenal y decenal / Cobertura: nacional,"Este indicador corresponde a la proporción de la superficie de bosque respecto de la superficie terrestre total de un país. <br><br>
Los bosques se definen como tierras que se extienden por más de 0,5 hectáreas, dotadas de árboles de una altura superior a 5m y una cubierta de copas superior al 10%, o de árboles capaces de alcanzar una altura mínima de 5 metros in situ. Comprende los bosques naturales y las plantaciones forestales, así como los bosques utilizados fundamentalmente con fines de producción, conservación o usos múltiples. No incluye la tierra sometida a un uso predominantemente agrícola o urbano. <br>
El bosque se determina tanto por la presencia de árboles, como por la ausencia de otros usos predominantes de la tierra. Las áreas sometidas a la reforestación que aún no han alcanzado, pero que pueden alcanzar una cubierta de copas del 10 % y cuyos árboles pueden crecer al menos 5 metros de altura están incluidas, al igual que las áreas temporalmente desprovistas de suficientes árboles, debido a la intervención humana o debido a causas naturales, las cuales se considera se regenerarán.  Incluye las áreas cubiertas de bambú y palmas, siempre que éstas alcancen el límite mínimo establecido en cuanto a altura y cubierta de copas.<br>
Incluye las carreteras que atraviesan los bosques, barreras anti-incendio y otras áreas abiertas pequeñas; los bosques en los parques nacionales, las reservas naturales y otras áreas protegidas tales como aquellas de interés específicamente científico, histórico, cultural o espiritual. Incluye cortinas cortavientos, barreras protectoras y corredores de árboles con un área superior a 0.5 hectáreas y con un ancho de más de 20 metros.<br>
Incluye las plantaciones utilizadas fundamentalmente para fines forestales o de protección, tales como las plantaciones de caucho para madera y las formaciones de alcornoque. Excluye las formaciones de árboles en los sistemas de producción agrícola, por ejemplo plantaciones frutales y sistemas agroforestales. El término también excluye los árboles de parques y jardines urbanos.<br><br>

La superficie terrestre de un país corresponde a la superficie total de las tierras de un país, con exclusión de las superficies ocupadas por las masas de agua interiores (principales ríos y lagos).","La proporción de la superficie cubierta por bosques corresponde al indicador 7.1 de la Meta 7.A del séptimo objetivo de desarrollo del Milenio.<br><br>
Para obtener mayor información sobre definiciones y metodología de obtención de datos, consultar el sitio web de la Evaluación Mundial de los Recursos Forestales de FAO (conocida como FRA por sus siglas en inglés), agencia encargada del monitoreo oficial global de este indicador. http://www.fao.org/forestry/fra/es/

",May 20 2019 11:16AM
2022,Intensidad de uso de fertilizantes,Estadísticas e Indicadores Ambientales,Cultivos,(Traducción en curso ...),Kilos por hectárea de superficie agrícola,Periodicidad: Anual / Cobertura: Nacional,"Este indicador corresponde a la cantidad de fertilizantes químicos utilizada en relación con la superficie agrícola del país.<br><br>

En general los fertilizantes son sustancias orgánicas e inorgánicas cuyos elementos permiten estimular el desarrollo de las plantas y mejorar la fertilidad del suelo. Los nutrientes de los fertilizantes químicos son sales inorgánicas, obtenidas por extracción o mediante procesos físicos y químicos, o ambas cosas. Los fertilizantes químicos más comunes son los nitrogenados, fosfatados y potásicos.<br><br>

La superficie agrícola corresponde a la suma de las superficies de tierras arables y tierras destinadas a cultivos permanentes.

","Para obtener mayor información sobre definiciones y metodología de obtención de datos, consultar el sitio web de la base de datos de FAO: http://faostat.fao.org/DesktopDefault.aspx?PageID=357&lang=es",Sep 30 2019 12:09PM
2023,Intensidad energética del PIB (Consumo final de energía/ PIB a precios constantes en dólares de 2010),Estadísticas e Indicadores Ambientales,Producción y consumo de energía de recursos renovables y no renovables,(Traducción en curso ...),Consumo final de energía (en miles de barriles equivalentes de petróleo) por millón de dólares de PIB (a precios constantes de 2010),Periodicidad: Anual / Cobertura: Nacional,"Este indicador corresponde a la intensidad energética del Producto Interno Bruto (PIB) (Consumo final de energía/PIB a precios constantes en dólares de 2010).<br><br>

El consumo final de energía se refiere a todo el combustible y la energía entregados a los consumidores para usos tanto energéticos como no energéticos, y que no implican un proceso de transformación. Este consumo incluye productos primarios y secundarios, pero sólo aquellos destinados al consumo final. Se incluye también la energía destinada a las actividades de extracción y producción de energía que no forma parte del proceso de transformación. Para más detalle sobre esta definición, sírvase consultar las Recomendaciones Internacionales para las Estadísticas de Energía (IRES).<br><br>

El producto interno bruto (PIB) a precios constantes es el valor del flujo de bienes y servicios producidos en un país a precios de mercado para un año base, en este caso año 2010, el cual permite aislar los cambios ocasionados por los precios.<br><br>

Finalmente, la intensidad energética del PIB muestra la relación que existe entre el consumo de energía y la capacidad de producción de la economía. Un ratio bajo indica que menos cantidad de energía es usada para producir una unidad de producto y en la medida que este ratio aumenta, se incrementa la cantidad de energía requerida para producir una unidad monetaria de producción económica. Es un proxy de nivel de eficiencia en el uso de los recursos energéticos ya que existen otros factores que no necesariamente están relacionados con eficiencia, como el clima o cambios en la composición sectorial del PIB.<br><br>

Este indicador es útil para monitorear el Objetivo de desarrollo sostenible (ODS) 7: “Garantizar el acceso a una energía asequible, fiable, sostenible y moderna para todos”, específicamente la meta 7.3 que tiene relación con la eficiencia energética.


","Debido a que suele ser difícil para los países obtener información específica de las unidades básicas de consumo final para cada uno de los sectores considerados, como por ejemplo los hogares, vehículos de transporte, industrias, comercio, entre otras, estas estadísticas, generalmente se recopilan de un nivel superior de agregación como son las distribuidoras o comercializadoras de los diferentes sectores energéticos.<br><br>

Por lo general, las estadísticas de energía se presentan en el marco de los balances energéticos de los países. Estos balances contabilizan los flujos físicos por los cuales la energía (por tipo de fuente: primaria y secundaria) se produce, se intercambia con el exterior, se transforma y se consume por sectores económicos, es decir, muestra el conjunto de relaciones de equilibrio entre la oferta y la demanda, todo calculado en una unidad común (física o energética), dentro de un territorio (generalmente un país o región) y para un período determinado (en general un año).<br><br>

Para más información sobre las estadísticas de energía, consultar las Recomendaciones Internacionales para las Estadísticas de Energía (IRES): https://unstats.un.org/unsd/energystats/methodology/ires/<br><br>

Para obtener mayor información sobre metodologías de obtención de datos, consultar el sitio web de la Organización Latinoamericana de Energía (OLADE): http://biblioteca.olade.org/opac-tmpl/Documentos/old0179.pdf 
",Sep 13 2019  1:26PM
2024,Proporción renovable de la oferta energética total,Estadísticas e Indicadores Ambientales,Producción y consumo de energía de recursos renovables y no renovables,(Traducción en curso ...),Porcentajes,Periodicidad: Anual / Cobertura: Nacional,"Este indicador corresponde a la proporción de oferta que proviene de fuente renovable con respecto al total de oferta energética que posee cada país. La oferta renovable se ofrece por tipo de fuentes.<br><br>

La oferta total de energía se refiere a la cantidad de energía primaria y secundaria disponible para satisfacer las necesidades energéticas de un país, tanto en los procesos de transformación, como en el consumo final. Corresponde a la sumatoria de las ofertas de energía primaria y secundaria, menos la producción de energía secundaria. Este segundo término se incorpora para evitar la doble contabilización de la energía utilizada en el proceso de energía secundaria. De igual modo corresponde a la sumatoria de la oferta de fuentes de energías renovables y no renovables.<br><br>

La oferta de energía renovable corresponde a la oferta de energía que deriva de procesos naturales que se reponen constantemente, así como a aquellos recursos no fósiles, de bajo contenido de carbono y de períodos de formación relativamente cortos. En particular se refiere a las siguientes fuentes energéticas: geotermia, hidroenergía (a gran y pequeña escala), leña, bioenergía sostenible no relacionada con la madera (productos de caña), carbón vegetal y otras fuentes como energía eólica y solar.
","Por lo general, las estadísticas de energía se presentan en el marco de los balances energéticos de los países. Estos balances contabilizan los flujos físicos por los cuales la energía (por tipo de fuente: primaria y secundaria) se produce, se intercambia con el exterior, se transforma y se consume por sectores económicos, es decir, muestra el conjunto de relaciones de equilibrio entre la oferta y la demanda, todo calculado en una unidad común (física o energética), dentro de un territorio (generalmente un país o región) y para un período determinado (en general un año).<br><br>

Para obtener mayor información sobre definiciones y metodología de obtención de datos, consultar el sitio web de la Organización Latinoamericana de Energía (OLADE): http://www.olade.org/es/productos/SIEN/metodologias

",Sep 23 2019  2:09PM
2025,Proporción no renovable de la oferta energética (NO DISPONEMOS DE LOS DATOS DE ENERGÍA NO RENOVABLE),Estadísticas e Indicadores Ambientales,Producción y consumo de energía de recursos renovables y no renovables,(Traducción en curso ...),Porcentajes,Periodicidad: Anual / Cobertura: Nacional,"Este indicador corresponde a la proporción de oferta que proviene de fuente no renovable con respecto al total de oferta energética que posee cada país. La oferta no renovable se ofrece por tipo de fuente.<br><br>

La oferta total de energía se refiere a la cantidad de energía primaria y secundaria disponible para satisfacer las necesidades energéticas de un país, tanto en los procesos de transformación, como en el consumo final. Corresponde a la sumatoria de las ofertas de energía primaria y secundaria, menos la producción de energía secundaria. Este segundo término se incorpora para evitar la doble contabilización de la energía utilizada en el proceso de energía secundaria. De igual modo corresponde a la sumatoria de la oferta de fuentes de energías renovables y no renovables.<br><br>

La oferta de energía no renovable se refiere principalmente a la oferta de aquellas fuentes energéticas que no están expuestas a un proceso de reposición constante o cuyo período de reposición es muy largo. En particular se refiere a hidrocarburos (petróleo, gas natural y carbón), energía nuclear y leña, cuyo uso no es sostenible.","Por lo general, las estadísticas de energía se presentan en el marco de los balances energéticos de los países. Estos balances contabilizan los flujos físicos por los cuales la energía (por tipo de fuente: primaria y secundaria) se produce, se intercambia con el exterior, se transforma y se consume por sectores económicos, es decir, muestra el conjunto de relaciones de equilibrio entre la oferta y la demanda, todo calculado en una unidad común (física o energética), dentro de un territorio (generalmente un país o región) y para un período determinado (en general un año).

Para obtener mayor información sobre definiciones y metodología de obtención de datos, consultar el sitio web de la Organización Latinoamericana de Energía (OLADE): http://www.olade.org/producto/SIEN/metodologias

",Dec 12 2012 12:00AM
2027,"Emisiones de dióxido de carbono (CO2) (Total, por habitante y por producto interno bruto)",Estadísticas e Indicadores Ambientales,Emisiones de gases efecto invernadero (GEI),(Traducción en curso ...),Miles de toneladas de CO2 | Toneladas de CO2 por habitante | Toneladas de CO2 por cada 1.000 dólares de PIB,Periodicidad: Anual / -Cobertura: Nacional,"Este indicador presenta información sobre las emisiones de dióxido de carbono (CO2), totales, por habitante, por unidad de producto interno bruto y las tasas de variación anual.<br>
Estas emisiones corresponden a las generadas por la quema de combustibles fósiles, la producción de cemento y las emisiones generadas por los cambios en el uso del suelo y silvicultura. <br><br>

El CO2 es un gas incoloro, inodoro y no venenoso que se desprende de la combustión de combustibles fósiles y normalmente forma parte del aire ambiente. Se considera el principal gas de efecto invernadero, al contribuir a los cambios del clima. También se denomina anhídrido carbónico. <br><br>

Emisiones: liberación de gases de efecto invernadero y/o de sus precursores en la atmósfera, en una zona y por un período determinado. <br><br>

El producto interno bruto (PIB) corresponde al valor del flujo neto de bienes y servicios producidos en un país durante un período de referencia determinado.","Las estadísticas de emisiones de CO2 producto de la quema de combustibles fósiles y la producción de cemento son recopiladas por el WRI (CAIT) a partir de diferentes fuentes: CDIAC, IEA, UNFCCC y EIA. El WRI (CAIT) evalúa la precisión, cobertura geográfica y cobertura temporal; lleva a cabo un análisis de los casos atípicos y las similitudes de los datos de cada una de las fuentes y finalmente integra los datos más adecuados y con la mayor cobertura temporal posible para cada uno de los países.<br><br>

Las emisiones de dióxido de carbono (total, por habitante y por PIB) están vinculados al Protocolo de Kyoto, el cual tiene por objetivo reducir las emisiones de gases provocadores del calentamiento global.<br><br>

En caso de requerir más información sobre la metodología de CAIT para la integración de los datos, visitar el siguiente enlace:
- http://cait.wri.org/docs/CAIT2.0_CountryGHG_Methods.pdf <br>
- Panel Intergubernamental de Expertos sobre el Cambio Climático (IPCC): http://www.ipcc-nggip.iges.or.jp/public/2006gl/spanish/index.html<br>
- Convención Marco de las Naciones Unidas sobre el Cambio Climático (UNFCCC): http://unfccc.int/2860.php<br>

",Feb  3 2020 12:57PM
2028,Parque automotor por habitante,Estadísticas e Indicadores Ambientales,Otros temas ambientales específicos para asentamientos urbanos,"Incluye vehículos de pasajeros, autobuses, camiones y camionetas. ",Número de vehículos por cada 100 habitantes,Periodicidad: anual / Cobertura: nacional,"Esta variable presenta información sobre el número total de vehículos en circulación, denominado comúnmente como parque automotor, con respecto a la cantidad de habitantes del país.<br><br>

El parque automotor corresponde a todos los vehículos inscritos (matriculados) que existen en un año, menos las bajas producidas (vehículos sacados de circulación). Se incluyen vehículos de pasajeros, autobuses, camiones y camionetas. También se conoce con los nombres de parque automotriz, parque vehicular y parque de vehículos.


","Esta serie de datos permite mostrar la tendencia y posibles influencias del parque automotor en los factores del medio ambiente en general y en la contaminación atmosférica.<br><br>

Para obtener mayor información sobre esta variable, consultar la página web del Banco Mundial, específicamente http://datos.bancomundial.org/indicador/is.veh.nveh.p3 
",Dec 19 2014  2:14PM
2029,Empresas con certificación ISO 14001 por cada mil millones de dólares del PIB,Estadísticas e Indicadores Ambientales,Instrumentos y regulación ambiental,(Traducción en curso ...),Número de empresas por cada 1000 millones de dólares del PIB (a precios constantes de 2010),Periodicidad: anual / Cobertura: nacional,"Este indicador presenta información sobre el número de empresas certificadas en relación al producto interno bruto (PIB) en dólares constantes del año 2005. Este indicador se utiliza con el fin de mostrar el número absoluto de certificaciones en relación con el tamaño de la economía del país, a falta de estadísticas sobre el universo relevante, es decir, el número de empresas significativas por sector económico o su facturación anual.<br><br>

La norma internacional ISO 14001 es parte de la familia ISO 14000. Esta norma se aplica para cualquier empresa, sea cuál sea su actividad, tamaño o país de operación, que pone en práctica un sistema de gestión ambiental, sobre la base del cumplimiento de la legislación nacional y el mejoramiento continuo de su desempeño.

","Las empresas que se certifican con la norma ISO 14001, lo hacen respecto de sus sistemas de gestión medioambiental, a través de la realización de auditorías medioambientales, las cuales evalúan la actuación de las compañías con respecto al medio ambiente, según las directrices de la guía ISO. Sus productos se adhieren a las normas de etiquetado y se manejan los desechos a través de la valoración de ciclo de vida de todos los productos. <br> 
Para más información consultar el sitio web de ISO http://www.iso.org",Nov 29 2019 12:27PM
2030,Empresas con certificación ISO 14001 por actividad económica,Estadísticas e Indicadores Ambientales,Instrumentos y regulación ambiental,(Traducción en curso ...),Número de empresas,Periodicidad: anual / Cobertura: nacional,"Este indicador presenta información sobre el número de empresas certificadas con ISO 14001 de acuerdo al sector de actividad económica, a dos niveles de desagregación, para las siguientes grandes categorías de actividad económica: Agricultura, ganadería, caza, silvicultura y pesca, Explotación de minas y canteras, Industrias manufactureras, Suministro de electricidad, gas y agua, Construcción, Comercio mayorista y minorista, reparaciones, restaurantes y hoteles, Transporte, almacenamiento y comunicaciones, Servicios de finanzas, de seguros, inmobiliarios y empresariales, y Administración pública y servicios sociales, educacionales y de salud.<br>

La norma internacional ISO 14001 es parte de la familia ISO 14000. Esta norma se aplica para cualquier empresa, sea cuál sea su actividad, tamaño o país de operación, que pone en práctica un sistema de gestión ambiental, sobre la base del cumplimiento de la legislación nacional y el mejoramiento continuo de su desempeño.

","Las empresas que se certifican con la norma ISO 14001, lo hacen respecto de sus sistemas de gestión medioambiental, a través de la realización de auditorías medioambientales, las cuales evalúan la actuación de las compañías con respecto al medio ambiente, según las directrices de la guía ISO. Sus productos se adhieren a las normas de etiquetado y se manejan los desechos a través de la valoración de ciclo de vida de todos los productos. <br>
Para más información consultar el sitio web de ISO http://www.iso.org",Sep 26 2017 12:45PM
